title,rank,date,artist,url,region,streams
Sunflower - Spider-Man: Into the Spider-Verse,1,2019-01-01,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,United States,1867789.0
Wow.,2,2019-01-01,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,United States,1564946.0
SICKO MODE,3,2019-01-01,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,United States,1454622.0
"thank u, next",4,2019-01-01,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,United States,1397512.0
Going Bad (feat. Drake),5,2019-01-01,Meek Mill,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,United States,1245437.0
Mo Bamba,6,2019-01-01,Sheck Wes,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,United States,1188824.0
Drip Too Hard (Lil Baby & Gunna),7,2019-01-01,Lil Baby,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,United States,1178459.0
ZEZE (feat. Travis Scott & Offset),8,2019-01-01,Kodak Black,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,United States,1163374.0
Without Me,9,2019-01-01,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,United States,972371.0
Leave Me Alone,10,2019-01-01,Flipp Dinero,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,United States,858875.0
Lucid Dreams,11,2019-01-01,Juice WRLD,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,United States,804928.0
Wake Up in the Sky,12,2019-01-01,"Gucci Mane, Bruno Mars, Kodak Black",https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,United States,800164.0
Happier,13,2019-01-01,"Marshmello, Bastille",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,United States,736137.0
a lot,14,2019-01-01,21 Savage,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,United States,708965.0
Money,15,2019-01-01,Cardi B,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,United States,697968.0
MIA (feat. Drake),16,2019-01-01,Bad Bunny,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,United States,693951.0
I Like It,17,2019-01-01,"Cardi B, Bad Bunny, J Balvin",https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,United States,692217.0
Look Back at It,18,2019-01-01,A Boogie Wit da Hoodie,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,United States,685428.0
Better Now,19,2019-01-01,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,United States,677444.0
SAD!,20,2019-01-01,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,United States,672912.0
Eastside (with Halsey & Khalid),21,2019-01-01,benny blanco,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,United States,651817.0
God's Plan,22,2019-01-01,Drake,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,United States,651722.0
rockstar (feat. 21 Savage),23,2019-01-01,Post Malone,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,United States,625774.0
Nonstop,24,2019-01-01,Drake,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,United States,621972.0
High Hopes,25,2019-01-01,Panic! At The Disco,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,United States,619788.0
Startender (feat. Offset and Tyga),26,2019-01-01,A Boogie Wit da Hoodie,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,United States,617625.0
monster,27,2019-01-01,21 Savage,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU,United States,609270.0
whoa (mind in awe),28,2019-01-01,XXXTENTACION,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa,United States,596777.0
Moonlight,29,2019-01-01,XXXTENTACION,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,United States,575048.0
Taste (feat. Offset),30,2019-01-01,Tyga,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,United States,571013.0
imagine,31,2019-01-01,Ariana Grande,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,United States,563447.0
Better,32,2019-01-01,Khalid,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,United States,550240.0
Armed And Dangerous,33,2019-01-01,Juice WRLD,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,United States,550122.0
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",34,2019-01-01,DJ Snake,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,United States,526153.0
Sweet but Psycho,35,2019-01-01,Ava Max,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,United States,517960.0
BAD!,36,2019-01-01,XXXTENTACION,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ,United States,511990.0
Saturday Nights,37,2019-01-01,Khalid,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,United States,497032.0
Yes Indeed,38,2019-01-01,"Lil Baby, Drake",https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,United States,487028.0
KIKA,39,2019-01-01,"6ix9ine, Tory Lanez",https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,United States,479744.0
Arms Around You (feat. Maluma & Swae Lee),40,2019-01-01,"XXXTENTACION, Lil Pump",https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,United States,474057.0
Psycho (feat. Ty Dolla $ign),41,2019-01-01,Post Malone,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,United States,473934.0
when the party's over,42,2019-01-01,Billie Eilish,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,United States,470575.0
FEFE,43,2019-01-01,"6ix9ine, Nicki Minaj, Murda Beatz",https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK,United States,465215.0
In My Feelings,44,2019-01-01,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,United States,453913.0
Nuketown (feat. Juice WRLD),45,2019-01-01,Ski Mask The Slump God,https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9,United States,446094.0
YOSEMITE,46,2019-01-01,Travis Scott,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,United States,443633.0
Nice For What,47,2019-01-01,Drake,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,United States,443549.0
Close To Me (with Diplo) (feat. Swae Lee),48,2019-01-01,Ellie Goulding,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,United States,437623.0
all my friends,49,2019-01-01,21 Savage,https://open.spotify.com/track/4paAidoE8VAemwU4jgCc6l,United States,435373.0
Girls Like You (feat. Cardi B),50,2019-01-01,Maroon 5,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,United States,434601.0
7 rings,1,2019-02-01,Ariana Grande,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF,United States,2667249.0
MIDDLE CHILD,2,2019-02-01,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,United States,2453545.0
bury a friend,3,2019-02-01,Billie Eilish,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,United States,2139874.0
Wow.,4,2019-02-01,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,United States,1914196.0
Sunflower - Spider-Man: Into the Spider-Verse,5,2019-02-01,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,United States,1798752.0
Going Bad (feat. Drake),6,2019-02-01,Meek Mill,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,United States,1367510.0
Drip Too Hard (Lil Baby & Gunna),7,2019-02-01,Lil Baby,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,United States,1187209.0
Look Back at It,8,2019-02-01,A Boogie Wit da Hoodie,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,United States,1146596.0
Without Me,9,2019-02-01,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,United States,1128334.0
SICKO MODE,10,2019-02-01,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,United States,1080999.0
a lot,11,2019-02-01,21 Savage,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,United States,1006803.0
"thank u, next",12,2019-02-01,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,United States,998884.0
ZEZE (feat. Travis Scott & Offset),13,2019-02-01,Kodak Black,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,United States,984950.0
Dancing With A Stranger (with Normani),14,2019-02-01,Sam Smith,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,United States,984596.0
Thotiana,15,2019-02-01,Blueface,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,United States,935167.0
Mo Bamba,16,2019-02-01,Sheck Wes,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,United States,932615.0
Saturday Nights,17,2019-02-01,Khalid,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,United States,859122.0
Keanu Reeves,18,2019-02-01,Logic,https://open.spotify.com/track/25F6MWrnFBCXVnpN4n76EK,United States,844406.0
Leave Me Alone,19,2019-02-01,Flipp Dinero,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,United States,818395.0
Nights Like This (feat. Ty Dolla $ign),20,2019-02-01,Kehlani,https://open.spotify.com/track/7e4KQkp5ZR1gXCAalRjX6B,United States,787196.0
Wake Up in the Sky,21,2019-02-01,"Gucci Mane, Bruno Mars, Kodak Black",https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,United States,777554.0
One Call,22,2019-02-01,Gunna,https://open.spotify.com/track/2IoZOYOZDrWCOLoZoYedxQ,United States,768795.0
Lucid Dreams,23,2019-02-01,Juice WRLD,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,United States,715826.0
Happier,24,2019-02-01,"Marshmello, Bastille",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,United States,711918.0
when the party's over,25,2019-02-01,Billie Eilish,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,United States,695361.0
i'm so tired...,26,2019-02-01,"Lauv, Troye Sivan",https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,United States,695017.0
SAD!,27,2019-02-01,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,United States,694787.0
Armed And Dangerous,28,2019-02-01,Juice WRLD,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,United States,677728.0
Better Now,29,2019-02-01,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,United States,674826.0
Splashin,30,2019-02-01,Rich The Kid,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb,United States,674282.0
Money,31,2019-02-01,Cardi B,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,United States,671888.0
Startender (feat. Offset and Tyga),32,2019-02-01,A Boogie Wit da Hoodie,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb,United States,671321.0
Racks on Racks,33,2019-02-01,Lil Pump,https://open.spotify.com/track/0SfG57HqtBNqKN9O27fo1s,United States,663205.0
Hope,34,2019-02-01,"The Chainsmokers, Winona Oak",https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,United States,657418.0
Swervin (feat. 6ix9ine),35,2019-02-01,A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,United States,656349.0
High Hopes,36,2019-02-01,Panic! At The Disco,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,United States,643174.0
First Off (feat. Travis Scott),37,2019-02-01,Future,https://open.spotify.com/track/3WRIaWsws011vHMd9uzPjG,United States,622508.0
Eastside (with Halsey & Khalid),38,2019-02-01,benny blanco,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,United States,618890.0
Better,39,2019-02-01,Khalid,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,United States,609047.0
Moonlight,40,2019-02-01,XXXTENTACION,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,United States,592232.0
Space Cadet (feat. Gunna),41,2019-02-01,Metro Boomin,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz,United States,586773.0
lovely,42,2019-02-01,"Billie Eilish, Khalid",https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,United States,582166.0
MIA (feat. Drake),43,2019-02-01,Bad Bunny,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,United States,572638.0
Taste (feat. Offset),44,2019-02-01,Tyga,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,United States,535917.0
Shallow,45,2019-02-01,"Lady Gaga, Bradley Cooper",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,United States,521379.0
Crushed Up,46,2019-02-01,Future,https://open.spotify.com/track/7wcyO1rrH3Ru4t659IjG41,United States,505453.0
Lost in the Fire,47,2019-02-01,"Gesaffelstein, The Weeknd",https://open.spotify.com/track/7wFybC8jBH3zE139OpCtpG,United States,505150.0
Jocelyn Flores,48,2019-02-01,XXXTENTACION,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,United States,498827.0
YOSEMITE,49,2019-02-01,Travis Scott,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,United States,493540.0
Sauce!,50,2019-02-01,XXXTENTACION,https://open.spotify.com/track/3jq1RpStaB1YGyN3rRZGca,United States,490124.0
Sucker,1,2019-03-01,Jonas Brothers,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,United States,3105964.0
7 rings,2,2019-03-01,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,United States,1773924.0
MIDDLE CHILD,3,2019-03-01,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,United States,1587794.0
Murder On My Mind,4,2019-03-01,YNW Melly,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,United States,1482516.0
"break up with your girlfriend, i'm bored",5,2019-03-01,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,United States,1477969.0
Wow.,6,2019-03-01,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,United States,1463690.0
Robbery,7,2019-03-01,Juice WRLD,https://open.spotify.com/track/44ShclXTOOnYtt5CnCDeGV,United States,1405818.0
Sunflower - Spider-Man: Into the Spider-Verse,8,2019-03-01,"Post Malone, Swae Lee",https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB,United States,1377391.0
Going Bad (feat. Drake),9,2019-03-01,Meek Mill,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,United States,1200637.0
Shallow,10,2019-03-01,"Lady Gaga, Bradley Cooper",https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,United States,1145329.0
a lot,11,2019-03-01,21 Savage,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,United States,1048661.0
Thotiana,12,2019-03-01,Blueface,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,United States,998730.0
Talk,13,2019-03-01,"Khalid, Disclosure",https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,United States,996560.0
Drip Too Hard (Lil Baby & Gunna),14,2019-03-01,Lil Baby,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,United States,932721.0
"thank u, next",15,2019-03-01,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,United States,929304.0
Swervin (feat. 6ix9ine),16,2019-03-01,A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,United States,893886.0
Pure Water (with Migos),17,2019-03-01,Mustard,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,United States,892305.0
Whip (feat. Travis Scott),18,2019-03-01,2 Chainz,https://open.spotify.com/track/6Z4rmc0uujCpl8yXe3yjgI,United States,860566.0
Rule The World (feat. Ariana Grande),19,2019-03-01,2 Chainz,https://open.spotify.com/track/1R6VwZ8TuHRzxZUxe88n4I,United States,854395.0
SICKO MODE,20,2019-03-01,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,United States,847738.0
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",21,2019-03-01,benny blanco,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,United States,834004.0
I,22,2019-03-01,Lil Skies,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT,United States,825835.0
Look Back at It,23,2019-03-01,A Boogie Wit da Hoodie,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,United States,816244.0
Hear Me Calling,24,2019-03-01,Juice WRLD,https://open.spotify.com/track/5UYK9MervBCROg8AHNeEIy,United States,806796.0
bury a friend,25,2019-03-01,Billie Eilish,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,United States,804684.0
Without Me,26,2019-03-01,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,United States,796921.0
ZEZE (feat. Travis Scott & Offset),27,2019-03-01,Kodak Black,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,United States,764550.0
Happier,28,2019-03-01,"Marshmello, Bastille",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,United States,725962.0
Red Room,29,2019-03-01,Offset,https://open.spotify.com/track/4TWflhgevIGo448fWc6mQq,United States,725452.0
Dancing With A Stranger (with Normani),30,2019-03-01,Sam Smith,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,United States,721179.0
i'm so tired...,31,2019-03-01,"Lauv, Troye Sivan",https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,United States,690945.0
NASA,32,2019-03-01,Ariana Grande,https://open.spotify.com/track/4SPu0Ql902hTVXkBoNIYtq,United States,690324.0
Almeda,33,2019-03-01,Solange,https://open.spotify.com/track/6IAgarq2wDeYzpsY2Kx0Hw,United States,681259.0
Mo Bamba,34,2019-03-01,Sheck Wes,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,United States,680566.0
Bad Girls (feat. Gucci Mane),35,2019-03-01,Lil Skies,https://open.spotify.com/track/0hCHNYL8ApQCGNwJrYN1FY,United States,678175.0
Lucid Dreams,36,2019-03-01,Juice WRLD,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,United States,658922.0
Legacy (feat. Travis Scott & 21 Savage),37,2019-03-01,Offset,https://open.spotify.com/track/7pMRoGLEJuFM2wl5pt0R99,United States,655534.0
needy,38,2019-03-01,Ariana Grande,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ,United States,654510.0
Please Me,39,2019-03-01,"Cardi B, Bruno Mars",https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,United States,653808.0
Mixed Personalities (feat. Kanye West),40,2019-03-01,YNW Melly,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,United States,648089.0
Armed And Dangerous,41,2019-03-01,Juice WRLD,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX,United States,640304.0
Nights Like This (feat. Ty Dolla $ign),42,2019-03-01,Kehlani,https://open.spotify.com/track/6ZRuF2n1CQxyxxAAWsKJOy,United States,640218.0
Burnin' Up,43,2019-03-01,Jonas Brothers,https://open.spotify.com/track/68r3esIMdWpIeZqWZQDnfY,United States,630716.0
Better,44,2019-03-01,Khalid,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,United States,628089.0
bad idea,45,2019-03-01,Ariana Grande,https://open.spotify.com/track/7EQpvVujgytLVY8vKiDHAg,United States,620325.0
Girls Need Love (with Drake) - Remix,46,2019-03-01,Summer Walker,https://open.spotify.com/track/0mfCH4nfpshBQR9ueZP5eP,United States,620253.0
Wake Up in the Sky,47,2019-03-01,"Gucci Mane, Bruno Mars, Kodak Black",https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,United States,619170.0
Money,48,2019-03-01,Cardi B,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e,United States,618116.0
Eastside (with Halsey & Khalid),49,2019-03-01,benny blanco,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,United States,609056.0
Momma I Hit A Lick (feat. Kendrick Lamar),50,2019-03-01,2 Chainz,https://open.spotify.com/track/7jKUnzzOGhAlPjr7LkIUlE,United States,604918.0
bad guy,1,2019-04-01,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,United States,2669001.0
Old Town Road,2,2019-04-01,Lil Nas X,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,United States,1763654.0
wish you were gay,3,2019-04-01,Billie Eilish,https://open.spotify.com/track/3Fj47GNK2kUF0uaEDgXLaD,United States,1694631.0
bury a friend,4,2019-04-01,Billie Eilish,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,United States,1408331.0
when the party's over,5,2019-04-01,Billie Eilish,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,United States,1299560.0
xanny,6,2019-04-01,Billie Eilish,https://open.spotify.com/track/4QIo4oxwzzafcBWkKjDpXY,United States,1294482.0
all the good girls go to hell,7,2019-04-01,Billie Eilish,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,United States,1236837.0
Sunflower - Spider-Man: Into the Spider-Verse,8,2019-04-01,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,United States,1215113.0
my strange addiction,9,2019-04-01,Billie Eilish,https://open.spotify.com/track/3Tc57t9l2O8FwQZtQOvPXK,United States,1206422.0
MIDDLE CHILD,10,2019-04-01,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,United States,1206372.0
you should see me in a crown,11,2019-04-01,Billie Eilish,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,United States,1165221.0
Wow.,12,2019-04-01,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,United States,1013801.0
Swervin (feat. 6ix9ine),13,2019-04-01,A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,United States,1009243.0
i love you,14,2019-04-01,Billie Eilish,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,United States,1002336.0
Murder On My Mind,15,2019-04-01,YNW Melly,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC,United States,995092.0
7 rings,16,2019-04-01,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,United States,994622.0
ilomilo,17,2019-04-01,Billie Eilish,https://open.spotify.com/track/7qEKqBCD2vE5vIBsrUitpD,United States,983573.0
Going Bad (feat. Drake),18,2019-04-01,Meek Mill,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,United States,951090.0
listen before i go,19,2019-04-01,Billie Eilish,https://open.spotify.com/track/0tMSssfxAL2oV8Vri0mFHE,United States,931825.0
Sucker,20,2019-04-01,Jonas Brothers,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,United States,906352.0
Racks in the Middle (feat. Roddy Ricch and Hit-Boy),21,2019-04-01,Nipsey Hussle,https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp,United States,890275.0
"break up with your girlfriend, i'm bored",22,2019-04-01,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,United States,849462.0
8,23,2019-04-01,Billie Eilish,https://open.spotify.com/track/6X29iaaazwho3ab7GNue5r,United States,842474.0
Mixed Personalities (feat. Kanye West),24,2019-04-01,YNW Melly,https://open.spotify.com/track/6vWEAOUSxohKxhp0K1BsxL,United States,831472.0
Robbery,25,2019-04-01,Juice WRLD,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,United States,823408.0
Pure Water (with Migos),26,2019-04-01,Mustard,https://open.spotify.com/track/63cd4JkwGgYJrbOizbfmsp,United States,795949.0
a lot,27,2019-04-01,21 Savage,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d,United States,702719.0
goodbye,28,2019-04-01,Billie Eilish,https://open.spotify.com/track/3LgWsmilsrWXiPYQFRD0T7,United States,662046.0
Drip Too Hard (Lil Baby & Gunna),29,2019-04-01,Lil Baby,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,United States,653682.0
Talk,30,2019-04-01,"Khalid, Disclosure",https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,United States,633986.0
Dedication (feat. Kendrick Lamar),31,2019-04-01,Nipsey Hussle,https://open.spotify.com/track/6fIjnWrv46njJHLDAY2JdC,United States,626420.0
Faucet Failure,32,2019-04-01,Ski Mask The Slump God,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,United States,619103.0
Last Time That I Checc'd (feat. YG),33,2019-04-01,Nipsey Hussle,https://open.spotify.com/track/39xWBHPM4E9MwzEy5gbM7p,United States,600413.0
"thank u, next",34,2019-04-01,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,United States,595102.0
Without Me,35,2019-04-01,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,United States,590444.0
SICKO MODE,36,2019-04-01,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,United States,587953.0
Look Back at It,37,2019-04-01,A Boogie Wit da Hoodie,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,United States,583443.0
Grinding All My Life,38,2019-04-01,Nipsey Hussle,https://open.spotify.com/track/3R9j8urSPiBbapNbyuSYkE,United States,576237.0
Thotiana,39,2019-04-01,Blueface,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,United States,575839.0
Happier,40,2019-04-01,"Marshmello, Bastille",https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,United States,569825.0
My Bad,41,2019-04-01,Khalid,https://open.spotify.com/track/1DUSuNhF8P5vUGNPpQiZa5,United States,566939.0
Better,42,2019-04-01,Khalid,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,United States,560783.0
Double Up (feat. Belly and Dom Kennedy),43,2019-04-01,Nipsey Hussle,https://open.spotify.com/track/4iVD0fTHGxV9JWloujsL3s,United States,559297.0
Dancing With A Stranger (with Normani),44,2019-04-01,Sam Smith,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,United States,557629.0
Envy Me,45,2019-04-01,Calboy,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX,United States,557091.0
lovely,46,2019-04-01,"Billie Eilish, Khalid",https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,United States,548202.0
Here With Me,47,2019-04-01,"Marshmello, CHVRCHES",https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,United States,548156.0
I,48,2019-04-01,Lil Skies,https://open.spotify.com/track/4ZT9FnbFu1PaBfV3itxiqT,United States,536420.0
Lucid Dreams,49,2019-04-01,Juice WRLD,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,United States,525248.0
Please Me,50,2019-04-01,"Cardi B, Bruno Mars",https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,United States,521847.0
Old Town Road (feat. Billy Ray Cyrus) - Remix,1,2019-05-01,Lil Nas X,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,United States,1490233.0
